id,label
2141,6-31
2142,1-10
2143,2-2
2144,6-8
2145,2-2
2146,4-7
2147,6-15
2148,1-10
2149,1-10
2150,6-34
2151,2-2
2152,1-4
2153,5-30
2154,6-19
2155,1-9
2156,2-33
2157,6-13
2158,2-33
2159,2-3
2160,1-9
2161,1-4
2162,7-16
2163,2-3
2164,1-1
2165,2-3
2166,6-8
2167,5-30
2168,2-2
2169,5-12
2170,2-11
2171,8-27
2172,5-30
2173,5-12
2174,4-7
2175,2-25
2176,1-9
2177,2-6
2178,2-25
2179,5-22
2180,5-30
2181,2-33
2182,1-9
2183,6-15
2184,6-29
2185,1-4
2186,1-9
2187,2-14
2188,2-11
2189,1-1
2190,5-30
2191,2-3
2192,2-11
2193,2-6
2194,5-30
2195,3-5
2196,1-1
2197,1-10
2198,5-30
2199,6-29
2200,4-7
2201,1-1
2202,1-1
2203,1-10
2204,6-21
2205,5-22
2206,2-25
2207,2-2
2208,5-24
2209,5-35
2210,1-9
2211,5-22
2212,2-17
2213,1-10
2214,4-7
2215,5-22
2216,5-35
2217,6-19
2218,4-7
2219,1-9
2220,8-27
2221,2-3
2222,1-4
2223,1-1
2224,2-6
2225,5-30
2226,6-34
2227,2-33
2228,5-30
2229,2-3
2230,6-15
2231,1-10
2232,5-30
2233,6-15
2234,5-35
2235,5-30
2236,2-6
2237,6-15
2238,5-30
2239,4-7
2240,1-1
2241,6-28
2242,5-30
2243,2-3
2244,6-28
2245,5-30
2246,1-1
2247,6-15
2248,6-8
2249,1-1
2250,2-11
2251,2-3
2252,1-1
2253,5-35
2254,6-19
2255,5-30
2256,5-35
2257,6-19
2258,1-1
2259,1-1
2260,6-29
2261,5-22
2262,2-17
2263,1-4
2264,6-28
2265,6-32
2266,6-21
2267,1-10
2268,1-4
2269,2-17
2270,1-1
2271,2-14
2272,6-19
2273,5-35
2274,5-30
2275,2-14
2276,5-30
2277,2-11
2278,2-11
2279,5-30
2280,10-26
2281,2-3
2282,5-22
2283,5-30
2284,6-19
2285,6-29
2286,5-30
2287,4-7
2288,1-1
2289,2-3
2290,1-1
2291,6-8
2292,8-18
2293,2-3
2294,6-19
2295,5-30
2296,1-9
2297,2-3
2298,6-8
2299,6-31
2300,6-28
2301,6-15
2302,2-25
2303,5-30
2304,5-22
2305,5-30
2306,2-14
2307,1-1
2308,1-1
2309,2-2
2310,1-1
2311,5-35
2312,2-3
2313,6-8
2314,6-8
2315,2-25
2316,2-2
2317,1-4
2318,2-25
2319,5-30
2320,5-30
2321,2-3
2322,1-10
2323,1-10
2324,5-30
2325,5-30
2326,6-15
2327,2-3
2328,5-30
2329,6-31
2330,2-3
2331,5-30
2332,1-9
2333,6-15
2334,5-22
2335,5-30
2336,1-9
2337,5-22
2338,6-28
2339,2-2
2340,4-7
2341,2-33
2342,6-19
2343,5-35
2344,5-12
2345,1-10
2346,6-15
2347,2-25
2348,2-2
2349,6-15
2350,6-15
2351,6-15
2352,2-6
2353,1-10
2354,1-4
2355,5-30
2356,4-7
2357,1-9
2358,5-30
2359,5-22
2360,5-30
2361,2-6
2362,2-3
2363,6-34
2364,1-9
2365,1-10
2366,8-27
2367,5-35
2368,10-26
2369,6-15
2370,2-25
2371,1-9
2372,2-14
2373,5-30
2374,1-4
2375,1-1
2376,2-3
2377,2-3
2378,1-4
2379,6-8
2380,2-14
2381,2-33
2382,2-2
2383,1-4
2384,5-35
2385,1-4
2386,6-13
2387,2-17
2388,6-13
2389,1-9
2390,5-12
2391,1-9
2392,5-22
2393,2-3
2394,4-7
2395,2-2
2396,6-21
2397,5-22
2398,1-4
2399,6-21
2400,6-8
2401,2-17
2402,1-1
2403,5-30
2404,2-3
2405,1-4
2406,4-7
2407,8-27
2408,1-10
2409,2-14
2410,7-16
2411,4-7
2412,6-28
2413,2-33
2414,6-15
2415,2-3
2416,2-33
2417,4-7
2418,2-33
2419,6-29
2420,6-8
2421,6-8
2422,2-3
2423,5-35
2424,6-15
2425,2-2
2426,2-6
2427,6-28
2428,6-31
2429,1-9
2430,1-9
2431,1-9
2432,5-35
2433,2-17
2434,6-32
2435,2-25
2436,1-1
2437,5-30
2438,6-8
2439,2-2
2440,5-12
2441,5-35
2442,1-4
2443,5-30
2444,6-19
2445,5-24
2446,2-3
2447,5-30
2448,5-12
2449,6-15
2450,6-34
2451,6-13
2452,1-1
2453,1-1
2454,2-2
2455,5-30
2456,6-15
2457,1-1
2458,6-21
2459,2-25
2460,6-28
2461,5-30
2462,2-14
2463,6-15
2464,2-11
2465,5-12
2466,6-31
2467,5-35
2468,6-28
2469,2-3
2470,6-13
2471,2-14
2472,2-33
2473,2-3
2474,5-30
2475,6-8
2476,6-28
2477,2-33
2478,6-20
2479,6-8
2480,2-2
2481,6-29
2482,6-19
2483,2-33
2484,2-6
2485,5-12
2486,5-30
2487,2-33
2488,2-3
2489,2-14
2490,2-11
2491,2-33
2492,1-1
2493,2-6
2494,1-9
2495,1-1
2496,2-3
2497,6-29
2498,1-4
2499,2-11
2500,6-34
2501,2-3
2502,5-35
2503,5-35
2504,2-2
2505,1-1
2506,1-9
2507,1-9
2508,5-22
2509,6-34
2510,1-9
2511,2-2
2512,5-22
2513,2-25
2514,5-30
2515,5-22
2516,2-17
2517,1-1
2518,6-32
2519,2-6
2520,5-30
2521,6-29
2522,2-3
2523,6-19
2524,6-13
2525,5-35
2526,6-31
2527,5-35
2528,2-17
2529,1-9
2530,6-34
2531,6-13
2532,8-27
2533,1-10
2534,2-33
2535,6-31
2536,2-3
2537,1-4
2538,5-22
2539,2-11
2540,1-1
2541,5-35
2542,2-2
2543,6-31
2544,6-8
2545,1-9
2546,2-14
2547,6-8
2548,1-10
2549,2-6
2550,6-29
2551,5-22
2552,5-30
2553,6-29
2554,2-33
2555,2-6
2556,5-24
2557,1-10
2558,5-30
2559,1-4
2560,2-6
2561,5-22
2562,2-6
2563,2-6
2564,1-10
2565,2-25
2566,5-12
2567,2-33
2568,1-1
2569,5-12
2570,5-24
2571,4-7
2572,2-3
2573,1-9
2574,2-2
2575,6-15
2576,6-21
2577,1-9
2578,2-11
2579,4-7
2580,1-1
2581,1-1
2582,5-30
2583,2-2
2584,2-2
2585,1-1
2586,2-6
2587,1-1
2588,5-22
2589,5-30
2590,5-22
2591,2-6
2592,6-8
2593,1-9
2594,6-31
2595,1-1
2596,2-25
2597,2-33
2598,5-22
2599,1-9
2600,6-31
2601,5-35
2602,2-17
2603,6-34
2604,1-1
2605,5-12
2606,2-33
2607,1-1
2608,5-30
2609,1-10
2610,6-21
2611,6-34
2612,6-29
2613,1-9
2614,6-29
2615,2-11
2616,8-27
2617,1-1
2618,6-15
2619,1-9
2620,2-2
2621,1-10
2622,2-17
2623,5-22
2624,2-14
2625,1-1
2626,6-8
2627,1-1
2628,2-3
2629,2-6
2630,2-3
2631,4-7
2632,2-33
2633,2-6
2634,5-22
2635,1-9
2636,2-14
2637,2-14
2638,1-4
2639,2-14
2640,2-25
2641,2-6
2642,6-8
2643,1-1
2644,2-14
2645,4-7
2646,6-29
2647,2-25
2648,6-19
2649,1-9
2650,6-21
2651,5-30
2652,1-10
2653,6-20
2654,6-31
2655,1-10
2656,1-4
2657,2-6
2658,6-13
2659,6-34
2660,6-31
2661,2-33
2662,1-9
2663,4-7
2664,5-35
2665,2-33
2666,1-10
2667,4-7
2668,2-3
2669,1-10
2670,2-11
2671,5-22
2672,2-6
2673,1-4
2674,1-10
2675,2-33
2676,6-29
2677,1-1
2678,2-14
2679,1-10
2680,8-27
2681,6-13
2682,2-2
2683,6-8
2684,6-31
2685,6-13
2686,5-12
2687,6-31
2688,7-16
2689,2-2
2690,2-6
2691,6-31
2692,2-6
2693,6-15
2694,6-28
2695,6-15
2696,1-9
2697,4-7
2698,5-35
2699,4-7
2700,1-9
2701,5-30
2702,5-30
2703,1-10
2704,5-30
2705,1-10
2706,2-3
2707,8-27
2708,2-3
2709,2-2
2710,2-2
2711,5-22
2712,2-33
2713,5-35
2714,2-11
2715,2-2
2716,1-1
2717,1-1
2718,5-24
2719,2-2
2720,5-22
2721,6-8
2722,5-30
2723,2-14
2724,6-13
2725,2-14
2726,6-19
2727,4-7
2728,5-30
2729,6-15
2730,1-1
2731,5-30
2732,6-34
2733,6-15
2734,5-24
2735,2-3
2736,5-30
2737,6-31
2738,2-2
2739,2-14
2740,5-22
2741,1-1
2742,4-7
2743,5-22
2744,2-3
2745,5-24
2746,5-22
2747,6-13
2748,6-31
2749,2-3
2750,5-22
2751,5-30
2752,4-7
2753,2-25
2754,2-3
2755,2-2
2756,1-9
2757,2-3
2758,2-3
2759,2-14
2760,2-17
2761,2-33
2762,8-18
2763,4-7
2764,5-35
2765,2-6
2766,2-2
2767,1-1
2768,2-3
2769,6-8
2770,4-7
2771,1-9
2772,2-6
2773,6-13
2774,1-1
2775,1-4
2776,2-14
2777,2-14
2778,2-17
2779,5-30
2780,4-7
2781,2-3
2782,2-11
2783,2-33
2784,2-6
2785,6-28
2786,2-17
2787,6-32
2788,6-19
2789,6-15
2790,6-29
2791,8-27
2792,2-33
2793,2-14
2794,2-3
2795,5-30
2796,1-9
2797,6-8
2798,6-29
2799,1-10
2800,1-1
2801,1-4
2802,5-12
2803,1-1
2804,1-1
2805,2-3
2806,2-6
2807,6-28
2808,2-3
2809,6-31
2810,6-28
2811,6-15
2812,2-25
2813,1-9
2814,6-15
2815,5-22
2816,6-32
2817,2-3
2818,2-3
2819,6-8
2820,2-3
2821,2-3
2822,2-33
2823,2-14
2824,6-29
2825,2-11
2826,6-15
2827,5-12
2828,5-30
2829,2-3
2830,2-3
2831,5-35
2832,2-33
2833,1-9
2834,1-4
2835,1-9
2836,6-29
2837,2-6
2838,2-14
2839,1-1
2840,6-19
2841,1-4
2842,1-9
2843,2-3
2844,1-10
2845,6-34
2846,5-30
2847,1-1
2848,1-4
2849,5-35
2850,1-4
2851,2-11
2852,2-2
2853,5-22
2854,2-3
2855,1-4
2856,2-11
2857,2-14
2858,4-7
2859,1-4
2860,5-35
2861,5-30
2862,5-30
2863,5-30
2864,6-19
2865,6-34
2866,4-7
2867,1-1
2868,6-29
2869,5-22
2870,2-6
2871,5-30
2872,5-22
2873,5-30
2874,1-9
2875,2-6
2876,2-6
2877,1-10
2878,5-30
2879,6-31
2880,2-2
2881,6-13
2882,1-4
2883,6-34
2884,1-1
2885,1-1
2886,6-28
2887,1-4
2888,4-7
2889,6-15
2890,1-9
2891,1-9
2892,1-10
2893,5-30
2894,6-15
2895,6-28
2896,2-33
2897,2-2
2898,6-21
2899,6-15
2900,2-11
2901,5-30
2902,6-15
2903,2-3
2904,2-2
2905,5-22
2906,2-11
2907,1-9
2908,6-31
2909,4-7
2910,6-31
2911,6-29
2912,1-9
2913,2-2
2914,2-6
2915,1-1
2916,5-35
2917,5-30
2918,4-7
2919,2-17
2920,4-7
2921,2-33
2922,2-3
2923,6-8
2924,2-3
2925,1-1
2926,2-3
2927,6-21
2928,1-9
2929,6-15
2930,2-3
2931,6-15
2932,4-7
2933,5-22
2934,2-2
2935,6-29
2936,1-4
2937,2-2
2938,2-17
2939,6-8
2940,2-6
2941,2-6
2942,5-30
2943,5-35
2944,6-19
2945,6-28
2946,1-1
2947,1-1
2948,1-4
2949,2-6
2950,6-32
2951,6-8
2952,5-30
2953,2-33
2954,2-17
2955,6-29
2956,6-15
2957,5-22
2958,6-29
2959,6-15
2960,6-15
2961,6-34
2962,5-22
2963,5-22
2964,1-10
2965,6-32
2966,2-2
2967,2-6
2968,2-17
2969,5-30
2970,6-31
2971,2-17
2972,2-3
2973,5-12
2974,5-30
2975,1-1
2976,2-3
2977,5-12
2978,6-29
2979,1-1
2980,1-4
2981,2-2
2982,1-4
2983,2-33
2984,5-22
2985,5-35
2986,2-3
2987,2-3
2988,1-10
2989,1-9
2990,6-15
2991,6-15
2992,1-1
2993,6-28
2994,6-21
2995,2-33
2996,5-22
2997,6-31
2998,5-30
2999,1-9
3000,2-3
3001,5-24
3002,6-29
3003,2-33
3004,7-16
3005,5-24
3006,2-25
3007,2-14
3008,6-29
3009,4-7
3010,5-12
3011,2-17
3012,2-33
3013,6-15
3014,6-15
3015,2-6
3016,2-11
3017,6-8
3018,1-1
3019,5-30
3020,6-29
3021,2-33
3022,5-30
3023,2-3
3024,1-9
3025,1-1
3026,2-25
3027,5-30
3028,2-11
3029,5-35
3030,6-31
3031,2-33
3032,5-35
3033,2-2
3034,6-21
3035,6-15
3036,2-3
3037,2-25
3038,5-22
3039,6-13
3040,5-30
3041,2-25
3042,2-2
3043,1-1
3044,5-12
3045,6-34
3046,2-2
3047,2-17
3048,1-9
3049,2-6
3050,4-7
3051,6-15
3052,1-1
3053,5-24
3054,8-27
3055,2-2
3056,2-33
3057,2-6
3058,5-12
3059,1-10
3060,2-6
3061,2-3
3062,6-21
3063,2-17
3064,2-3
3065,2-2
3066,4-7
3067,1-10
3068,6-21
3069,2-14
3070,6-31
3071,5-12
3072,2-33
3073,6-29
3074,6-19
3075,6-15
3076,2-11
3077,5-30
3078,6-15
3079,5-30
3080,2-2
3081,5-22
3082,2-33
3083,6-15
3084,1-1
3085,6-21
3086,1-1
3087,6-15
3088,2-17
3089,1-10
3090,6-31
3091,5-12
3092,1-1
3093,6-28
3094,2-2
3095,2-33
3096,6-21
3097,5-35
3098,2-3
3099,6-13
3100,1-4
3101,6-19
3102,6-29
3103,6-8
3104,2-11
3105,2-3
3106,6-15
3107,2-17
3108,2-3
3109,2-2
3110,6-32
3111,2-3
3112,6-8
3113,6-31
3114,4-7
3115,8-18
3116,6-31
3117,2-14
3118,1-4
3119,2-3
3120,2-2
3121,1-9
3122,6-34
3123,5-30
3124,2-2
3125,2-11
3126,6-28
3127,6-34
3128,2-11
3129,7-16
3130,2-6
3131,1-4
3132,2-33
3133,6-31
3134,1-1
3135,6-32
3136,6-15
3137,5-22
3138,6-13
3139,5-22
3140,2-14
3141,5-12
3142,6-31
3143,6-29
3144,1-10
3145,2-3
3146,6-19
3147,1-1
3148,6-15
3149,2-2
3150,5-30
3151,1-10
3152,1-10
3153,1-4
3154,6-28
3155,2-25
3156,2-33
3157,2-6
3158,1-1
3159,1-4
3160,4-7
3161,5-30
3162,6-29
3163,1-4
3164,2-17
3165,6-31
3166,1-9
3167,6-32
3168,6-15
3169,6-21
3170,5-30
3171,2-25
3172,5-22
3173,2-2
3174,5-30
3175,2-33
3176,1-1
3177,1-4
3178,1-9
3179,5-30
3180,1-10
3181,5-30
3182,6-34
3183,1-1
3184,6-15
3185,6-28
3186,6-8
3187,2-2
3188,4-7
3189,2-11
3190,6-28
3191,6-8
3192,2-17
3193,5-30
3194,2-14
3195,1-4
3196,6-15
3197,2-6
3198,2-14
3199,1-4
3200,2-6
3201,2-2
3202,2-33
3203,5-24
3204,9-23
3205,5-35
3206,6-19
3207,5-22
3208,2-25
3209,2-3
3210,5-22
3211,2-33
3212,2-25
3213,2-3
3214,6-15
3215,1-1
3216,2-3
3217,2-3
3218,2-14
3219,2-3
3220,2-3
3221,5-30
3222,1-9
3223,1-4
3224,2-3
3225,8-27
3226,6-31
3227,1-1
3228,6-13
3229,8-27
3230,2-2
3231,6-29
3232,6-29
3233,1-1
3234,6-13
3235,1-1
3236,2-3
3237,2-3
3238,5-35
3239,1-1
3240,1-10
3241,1-9
3242,2-6
3243,2-2
3244,5-30
3245,6-29
3246,6-8
3247,2-6
3248,6-19
3249,7-16
3250,7-16
3251,5-30
3252,2-3
3253,1-9
3254,4-7
3255,6-15
3256,5-22
3257,1-1
3258,6-15
3259,2-3
3260,1-10
3261,1-9
3262,6-32
3263,5-30
3264,2-2
3265,6-15
3266,5-22
3267,2-33
3268,1-9
3269,1-1
3270,5-22
3271,2-6
3272,1-4
3273,5-24
3274,6-28
3275,1-9
3276,2-3
3277,2-25
3278,2-6
3279,5-35
3280,5-24
3281,1-4
3282,2-6
3283,1-9
3284,1-4
3285,1-4
3286,1-1
3287,5-30
3288,6-21
3289,6-15
3290,6-34
3291,1-4
3292,1-9
3293,6-19
3294,2-3
3295,6-21
3296,2-11
3297,2-33
3298,2-11
3299,2-6
3300,2-6
3301,5-22
3302,6-29
3303,2-33
3304,2-33
3305,6-19
3306,6-32
3307,2-6
3308,2-11
3309,5-22
3310,5-22
3311,2-33
3312,6-28
3313,6-15
3314,6-15
3315,5-22
3316,6-19
3317,1-1
3318,9-23
3319,6-19
3320,2-3
3321,5-30
3322,5-35
3323,5-30
3324,5-35
3325,2-3
3326,1-9
3327,4-7
3328,2-3
3329,2-25
3330,2-6
3331,2-2
3332,1-4
3333,2-33
3334,1-1
3335,5-22
3336,6-32
3337,5-30
3338,1-9
3339,1-4
3340,2-25
3341,1-10
3342,6-21
3343,1-10
3344,2-2
3345,1-4
3346,2-11
3347,5-30
3348,2-3
3349,2-14
3350,2-2
3351,6-31
3352,2-17
3353,6-31
3354,6-29
3355,2-2
3356,5-30
3357,1-10
3358,1-4
3359,5-30
3360,5-30
3361,5-12
3362,1-4
3363,2-3
3364,2-33
3365,1-10
3366,1-10
3367,6-32
3368,6-31
3369,6-32
3370,5-22
3371,2-6
3372,1-1
3373,6-8
3374,6-8
3375,5-30
3376,4-7
3377,5-22
3378,8-18
3379,5-30
3380,1-1
3381,6-34
3382,2-3
3383,2-14
3384,2-3
3385,2-3
3386,6-15
3387,1-9
3388,6-21
3389,6-34
3390,1-1
3391,6-8
3392,2-2
3393,2-2
3394,2-6
3395,6-34
3396,1-1
3397,5-30
3398,6-29
3399,2-3
3400,6-34
3401,2-33
3402,2-2
3403,6-31
3404,1-10
3405,1-4
3406,2-33
3407,1-9
3408,5-12
3409,2-25
3410,1-9
3411,2-25
3412,5-35
3413,1-9
3414,2-14
3415,1-1
3416,2-25
3417,1-10
3418,1-1
3419,6-19
3420,2-3
3421,2-6
3422,6-13
3423,5-12
3424,6-8
3425,5-12
3426,2-6
3427,2-17
3428,2-14
3429,2-2
3430,4-7
3431,5-35
3432,1-9
3433,5-22
3434,2-11
3435,6-13
3436,6-21
3437,2-2
3438,1-9
3439,7-16
3440,6-29
3441,6-21
3442,6-20
3443,5-35
3444,6-19
3445,4-7
3446,2-33
3447,6-8
3448,6-31
3449,6-21
3450,6-19
3451,1-1
3452,2-3
3453,2-3
3454,5-30
3455,6-21
3456,6-8
3457,2-14
3458,1-4
3459,6-28
3460,6-31
3461,6-28
3462,6-31
3463,2-14
3464,2-11
3465,1-9
3466,2-6
3467,6-8
3468,2-33
3469,8-27
3470,2-11
3471,1-10
3472,2-11
3473,4-7
3474,1-4
3475,1-4
3476,5-35
3477,1-10
3478,2-2
3479,2-17
3480,5-35
3481,2-33
3482,2-3
3483,2-3
3484,2-2
3485,5-30
3486,2-14
3487,2-33
3488,6-31
3489,1-10
3490,1-10
3491,2-14
3492,2-11
3493,6-32
3494,2-2
3495,2-11
3496,1-1
3497,1-1
3498,6-8
3499,8-27
3500,1-1
3501,2-33
3502,2-3
3503,2-6
3504,1-10
3505,2-2
3506,5-22
3507,2-11
3508,4-7
3509,8-27
3510,2-3
3511,6-28
3512,6-8
3513,2-11
3514,6-15
3515,1-4
3516,6-8
3517,6-8
3518,1-4
3519,1-1
3520,5-12
3521,5-12
3522,6-28
3523,5-12
3524,2-6
3525,8-18
3526,5-22
3527,2-17
3528,5-35
3529,2-3
3530,5-22
3531,6-15
3532,5-12
3533,6-15
3534,5-30
3535,2-17
3536,1-9
3537,2-6
3538,6-28
3539,5-35
3540,1-9
3541,4-7
3542,1-4
3543,2-17
3544,5-22
3545,5-12
3546,4-7
3547,6-28
3548,2-3
3549,1-1
3550,6-21
3551,2-3
3552,6-8
3553,5-22
3554,2-6
3555,4-7
3556,6-28
3557,2-2
3558,5-35
3559,2-17
3560,2-6
3561,6-8
3562,7-16
3563,1-1
3564,2-2
3565,8-27
3566,6-15
3567,6-15
3568,6-29
3569,2-11
3570,5-35
3571,2-3
3572,1-4
3573,6-21
3574,5-30
3575,4-7
3576,1-1
3577,2-33
3578,1-9
3579,2-33
3580,5-35
3581,5-12
3582,6-15
3583,1-4
3584,6-8
3585,1-4
3586,1-1
3587,6-15
3588,2-11
3589,6-8
3590,5-30
3591,6-34
3592,6-28
3593,1-10
3594,6-15
3595,2-3
3596,2-14
3597,1-1
3598,4-7
3599,6-31
3600,8-27
3601,5-35
3602,6-15
3603,1-10
3604,1-10
3605,2-3
3606,2-6
3607,6-28
3608,5-35
3609,7-16
3610,2-17
3611,5-35
3612,2-33
3613,5-30
3614,2-2
3615,2-14
3616,2-14
3617,2-6
3618,8-27
3619,6-13
3620,2-25
3621,5-30
3622,1-4
3623,1-10
3624,2-3
3625,2-6
3626,5-24
3627,6-19
3628,5-30
3629,6-34
3630,1-1
3631,6-29
3632,2-2
3633,2-2
3634,4-7
3635,2-2
3636,4-7
3637,2-14
3638,5-30
3639,5-12
3640,1-9
3641,5-35
3642,6-29
3643,2-3
3644,1-9
3645,6-28
3646,6-32
3647,2-33
3648,2-17
3649,6-19
3650,1-1
3651,5-30
3652,2-11
3653,4-7
3654,4-7
3655,2-6
3656,2-17
3657,2-33
3658,2-6
3659,1-10
3660,1-4
3661,1-1
3662,2-11
3663,2-6
3664,2-11
3665,2-2
3666,1-9
3667,2-25
3668,4-7
3669,7-16
3670,1-4
3671,6-15
3672,5-30
3673,2-17
3674,8-27
3675,6-28
3676,6-34
3677,2-14
3678,1-9
3679,6-13
3680,2-25
3681,2-11
3682,5-30
3683,1-10
3684,9-23
3685,1-1
3686,2-3
3687,1-9
3688,6-13
3689,2-6
3690,1-1
3691,6-15
3692,1-1
3693,2-25
3694,1-9
3695,5-24
3696,1-10
3697,5-30
3698,1-9
3699,6-29
3700,2-33
3701,2-25
3702,5-35
3703,2-17
3704,6-15
3705,1-4
3706,1-1
3707,5-30
3708,6-15
3709,5-35
3710,6-8
3711,4-7
3712,1-1
3713,2-33
3714,1-9
3715,6-29
3716,2-6
3717,1-10
3718,4-7
3719,1-4
3720,2-17
3721,1-1
3722,2-33
3723,5-30
3724,5-22
3725,2-14
3726,6-8
3727,2-2
3728,4-7
3729,1-1
3730,2-3
3731,5-30
3732,6-15
3733,6-13
3734,2-3
3735,2-3
3736,5-30
3737,6-29
3738,2-33
3739,2-11
3740,6-15
3741,6-15
3742,2-33
3743,6-29
3744,5-30
3745,1-4
3746,1-4
3747,1-9
3748,1-4
3749,5-22
3750,2-11
3751,6-15
3752,2-2
3753,1-9
3754,1-10
3755,2-33
3756,2-33
3757,1-10
3758,6-28
3759,5-12
3760,6-13
3761,2-33
3762,4-7
3763,2-11
3764,6-31
3765,1-10
3766,1-1
3767,6-28
3768,6-29
3769,2-11
3770,6-31
3771,1-9
3772,1-9
3773,1-1
3774,2-33
3775,5-22
3776,6-8
3777,6-8
3778,2-3
3779,5-12
3780,6-15
3781,1-1
3782,2-6
3783,1-9
3784,2-2
3785,6-21
3786,1-1
3787,5-35
3788,2-33
3789,2-6
3790,5-30
3791,2-3
3792,2-3
3793,6-8
3794,2-2
3795,5-30
3796,2-6
3797,6-15
3798,5-30
3799,1-9
3800,2-2
3801,1-10
3802,1-4
3803,6-28
3804,5-12
3805,1-10
3806,5-12
3807,1-10
3808,2-3
3809,2-11
3810,6-28
3811,1-10
3812,1-10
3813,6-8
3814,5-12
3815,2-3
3816,6-8
3817,5-30
3818,5-22
3819,5-30
3820,2-25
3821,2-2
3822,2-33
3823,6-29
3824,2-17
3825,2-3
3826,5-12
3827,1-1
3828,6-19
3829,5-24
3830,5-22
3831,6-31
3832,2-3
3833,5-30
3834,5-30
3835,1-4
3836,6-8
3837,1-10
3838,6-19
3839,1-1
3840,1-1
3841,5-35
3842,6-13
3843,6-13
3844,6-21
3845,6-21
3846,1-9
3847,2-11
3848,1-4
3849,2-3
3850,1-4
3851,1-10
3852,2-6
3853,5-30
3854,5-35
3855,2-3
3856,2-14
3857,1-9
3858,1-9
3859,2-2
3860,1-10
3861,6-29
3862,5-30
3863,5-30
3864,1-9
3865,2-11
3866,2-6
3867,6-29
3868,2-17
3869,2-14
3870,5-30
3871,5-30
3872,8-27
3873,4-7
3874,5-30
3875,2-2
3876,6-13
3877,5-30
3878,6-31
3879,2-33
3880,4-7
3881,1-1
3882,1-1
3883,5-30
3884,7-16
3885,1-10
3886,1-9
3887,6-21
3888,5-35
3889,5-30
3890,7-16
3891,4-7
3892,2-11
3893,2-6
3894,2-17
3895,2-14
3896,2-3
3897,5-30
3898,5-22
3899,2-33
3900,2-2
3901,1-4
3902,6-29
3903,1-1
3904,2-33
3905,2-11
3906,2-6
3907,5-35
3908,1-9
3909,5-30
3910,2-14
3911,6-29
3912,1-4
3913,1-4
3914,2-33
3915,1-4
3916,5-22
3917,5-30
3918,1-9
3919,2-3
3920,6-21
3921,5-30
3922,8-18
3923,6-34
3924,2-33
3925,4-7
3926,5-22
3927,1-4
3928,1-4
3929,1-1
3930,2-14
3931,2-6
3932,1-10
3933,2-14
3934,2-17
3935,4-7
3936,5-30
3937,1-1
3938,2-33
3939,6-29
3940,1-10
3941,2-3
3942,1-9
3943,1-4
3944,6-19
3945,6-13
3946,1-9
3947,2-14
3948,5-22
3949,2-33
3950,5-12
3951,1-9
3952,5-30
3953,5-30
3954,1-1
3955,5-24
3956,5-12
3957,2-17
3958,1-10
3959,2-14
3960,1-10
3961,1-9
3962,6-8
3963,4-7
3964,5-30
3965,9-23
3966,2-3
3967,1-9
3968,2-2
3969,10-26
3970,2-3
3971,1-4
3972,1-10
3973,6-19
3974,2-3
3975,5-12
3976,2-3
3977,5-22
3978,1-9
3979,2-3
3980,5-35
3981,2-6
3982,2-2
3983,6-34
3984,1-10
3985,6-13
3986,2-14
3987,4-7
3988,6-15
3989,5-35
3990,4-7
3991,5-30
3992,1-1
3993,1-9
3994,5-30
3995,2-11
3996,2-33
3997,6-34
3998,5-35
3999,5-24
4000,2-3
4001,2-33
4002,1-1
4003,6-15
4004,6-8
4005,6-19
4006,2-14
4007,2-25
4008,2-3
4009,1-9
4010,5-35
4011,5-12
4012,2-3
4013,6-29
4014,2-3
4015,1-10
4016,2-14
4017,6-28
4018,1-10
4019,6-13
4020,1-1
4021,2-2
4022,5-30
4023,2-14
4024,2-6
4025,5-30
4026,2-3
4027,2-33
4028,1-10
4029,2-2
4030,4-7
4031,2-3
4032,6-15
4033,6-15
4034,5-30
4035,6-28
4036,2-2
4037,5-30
4038,6-19
4039,4-7
4040,5-30
4041,6-31
4042,2-17
4043,5-35
4044,5-24
4045,1-10
4046,1-9
4047,1-9
4048,6-15
4049,1-9
4050,1-4
4051,2-33
4052,2-25
4053,2-14
4054,5-22
4055,2-33
4056,6-31
4057,2-6
4058,5-30
4059,2-33
4060,2-17
4061,6-15
4062,2-2
4063,2-3
4064,2-3
4065,1-1
4066,5-22
4067,5-22
4068,6-28
4069,2-14
4070,1-10
4071,6-31
4072,6-15
4073,2-2
4074,1-4
4075,2-6
4076,6-29
4077,6-28
4078,5-12
4079,1-4
4080,2-6
4081,2-11
4082,1-10
4083,2-11
4084,1-1
4085,2-14
4086,5-35
4087,5-30
4088,6-29
4089,4-7
4090,5-30
4091,6-13
4092,4-7
4093,5-22
4094,2-25
4095,1-9
4096,2-33
4097,2-6
4098,6-19
4099,4-7
4100,1-10
4101,1-4
4102,2-17
4103,2-6
4104,1-10
4105,2-6
4106,1-1
4107,2-14
4108,2-3
4109,10-26
4110,6-29
4111,6-15
4112,1-4
4113,6-8
4114,1-1
4115,1-1
4116,2-14
4117,2-11
4118,5-35
4119,1-4
4120,2-17
4121,6-31
4122,2-6
4123,2-14
4124,5-30
4125,2-2
4126,2-25
4127,8-27
4128,2-11
4129,6-8
4130,1-9
4131,1-9
4132,2-6
4133,6-13
4134,6-29
4135,2-17
4136,6-29
4137,2-3
4138,1-10
4139,6-8
